"Method","Uri","Modules","OurName","Action","ShipsAs","CounterpartUris","CounterpartShipsAs"
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource","Remove-MgEntitlementManagementCatalogResourceRoleResource"
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/scopes/{}","Remove-MgEntitlementManagementCatalogResourceRoleResourceScope"
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource","Remove-MgEntitlementManagementCatalogResourceRoleResourceScopeResource"
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceScopeResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}/$value",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/files/{}/$value",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScope","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}","Remove-MgEntitlementManagementCatalogResourceScope"
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResource","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRole","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResource","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}/$value",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files/{}/$value",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScope","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource","Remove-MgEntitlementManagementCatalogResourceScopeResource"
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}","Remove-MgEntitlementManagementCatalogResourceScopeResourceRole"
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource","Remove-MgEntitlementManagementCatalogResourceScopeResourceRoleResource"
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}/$value",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}",""
"DELETE","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files/{}/$value",""
"DELETE","/identitygovernance/entitlementmanagement/connectedorganizations/{}/externalsponsors/{}/$ref","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementConnectedOrganizationExternalSponsorByRef","rename","System.Object[]","/identitygovernance/entitlementmanagement/connectedorganizations/{}/externalsponsors/$ref",""
"DELETE","/identitygovernance/entitlementmanagement/connectedorganizations/{}/externalsponsors/$ref","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementConnectedOrganizationExternalSponsorByRef","suppress","System.Object[]","/identitygovernance/entitlementmanagement/connectedorganizations/{}/externalsponsors/{}/$ref","Remove-MgEntitlementManagementConnectedOrganizationExternalSponsorDirectoryObjectByRef"
"DELETE","/identitygovernance/entitlementmanagement/connectedorganizations/{}/internalsponsors/{}/$ref","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementConnectedOrganizationInternalSponsorByRef","rename","System.Object[]","/identitygovernance/entitlementmanagement/connectedorganizations/{}/internalsponsors/$ref",""
"DELETE","/identitygovernance/entitlementmanagement/connectedorganizations/{}/internalsponsors/$ref","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementConnectedOrganizationInternalSponsorByRef","suppress","System.Object[]","/identitygovernance/entitlementmanagement/connectedorganizations/{}/internalsponsors/{}/$ref","Remove-MgEntitlementManagementConnectedOrganizationInternalSponsorDirectoryObjectByRef"
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRole","rename","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}",""
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResource","rename","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource",""
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScope","rename","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}",""
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}/resource","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScopeResource","rename","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}/resource",""
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}",""
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScopeResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}/$value",""
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/uploadsessions/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/uploadsessions/{}",""
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/uploadsessions/{}/files/{}/$value",""
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRole","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}","Remove-MgEntitlementManagementResourceRequestCatalogResourceRole"
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource","Remove-MgEntitlementManagementResourceRequestCatalogResourceRoleResource"
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}","Remove-MgEntitlementManagementResourceRequestCatalogResourceRoleResourceScope"
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}/resource","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}/resource","Remove-MgEntitlementManagementResourceRequestCatalogResourceRoleResourceScopeResource"
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}",""
"DELETE","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Remove-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScopeResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}/$value",""
